,concepts,description,related
1676,Pleuronectidae,"Pleuronectidae, also known as righteye flounders, are a family of flounders. They are called ""righteye flounders"" because most species lie on the sea bottom on their left sides, with both eyes on their right sides.","European plaice, Flatfish, Flounder, Lemon sole"
1677,Pleuronectiformes,"A flatfish is a member of the ray-finned demersal fish order Pleuronectiformes, also called the Heterosomata, sometimes classified as a suborder of Perciformes. In many species, both eyes lie on one side of the head, one or the other migrating through or around the head during development.","Tonguefish, Perciformes, Brill (fish), List of fish of the Mediterranean Sea"
1678,Pleuronectiformes 2,"A flatfish is a member of the ray-finned demersal fish order Pleuronectiformes, also called the Heterosomata, sometimes classified as a suborder of Perciformes. In many species, both eyes lie on one side of the head, one or the other migrating through or around the head during development.","Tonguefish, Brill (fish), European plaice, Gulf flounder"
1679,Pleuronectinae,"Pleuronectinae is a subfamily of fish in the family Pleuronectidae, comprising 27 genera and 62 extant species (there are also fossil species, including two Clidoderma). Members of the subfamily are demersal carnivores that live in arctic and northern seas.","Pleuronectidae, Hippoglossus, Pleuronectes, Limanda"
1680,Pleurotomariidae,"Pleurotomariidae, common name the ""slit snails"", is a family of large marine gastropods in the superfamily Pleurotomarioidea  of the subclass Vetigastropoda. This family is a very ancient lineage; there were numerous species in the geological past.","Radula, Perotrochus metivieri, Perotrochus anseeuwi, Bayerotrochus midas"
1681,Pleustidae,Pleustidae is a family of amphipods belonging to the order Amphipoda.,"Gammaridea, Bathyamaryllis, List of crustaceans of Ireland, List of organisms named after famous people (born before 1800)"
1682,Plexauridae,Plexauridae is a family of marine colonial octocorals in the phylum Cnidaria. Members of this family are found in shallow tropical and subtropical seas.,"Acis (disambiguation), Villogorgia rubra, Alcyonacea, Paramuricea clavata"
1683,Plinthaster,"Plinthaster is a genus of echinoderms belonging to the family Goniasteridae. The genus has almost cosmopolitan distribution. Goniasteridae (the biscuit stars) constitute the largest family of sea stars, included in the order Valvatida. They are mostly deep-dwelling species, but the family also include several colorful shallow tropical species.",Goniasteridae
1684,Plumarella circumoperculum,"Alcyonacea are a species of sessile colonial cnidarians that are found throughout the oceans of the world, especially in the deep sea, polar waters, tropics and subtropics. Whilst not in a strict taxonomic sense, Alcyonacea are commonly known as ""soft corals"" (Octocorallia) that are quite different from ""true"" corals (Scleractinia).",Primnoidae
1685,Plutonaster,"Plutonaster is a genus of echinoderms belonging to the family Astropectinidae. The genus has almost cosmopolitan distribution. The Astropectinidae are a family of sea stars in the order Paxillosida. Usually, these starfish live on the seabed and immerse themselves in soft sediment such as sand and mud.","Astropectinidae, Psilaster andromeda"
1686,Pneumodermopsis,"The Pneumodermatidae are a family of sea angels, or small floating predatory sea snails or sea slugs. They are pelagic marine heterobranch opisthobranch gastropod mollusks in the clade Gymnosomata.","Sea angel, Pteropoda"
1687,Podoceridae,Podoceridae is a family of amphipods. It contains eight genera:.,"Xenodice, Caprelloidea, Caprellidira, List of crustaceans of Ireland"
1688,Poecilasmatidae,"Poecilasmatidae is a family of goose barnacles. Lepadidae is a family of goose barnacles, erected by Charles Darwin in 1852. There are about five genera and more than 20 described species in Lepadidae.","Microlepadidae, Thoracica, Lepadiformes, Glyptelasma hamatum"
1689,Poecillastra,Vulcanellidae is a family of sponges belonging to the order Tetractinellida. Genera:.,"Astrophorina, Tetractinellida, List of sponges of South Africa"
1690,Poecilopsettinae,"The Poecilopsettidae are a family of flatfish in the order Pleuronectiformes, comprising three genera and 21 species. Species are typically demersal, living on marine bottoms at depths between 60 and 500 m (200 and 1,640 ft) in the Indo-Pacific and northwestern Atlantic; the deepest recorded occurrence is 1,636 m (5,367 ft) in the deepwater dab, Poecilopsetta beanii.","Pleuronectidae, Nematops, Poecilopsetta, Marleyella"
1691,Poecilosclerida,Poecilosclerida is an order of the demosponge class. It is the most speciose demosponge order with over 2200 species (World Porifera Database).,"Demosponge, Chondrocladia, Guitarridae, SpongeBob SquarePants"
1692,Poeobius,"Poeobius is a genus of marine polychaete worm. It contains the single species Poeobius meseres, or balloon worm. Flabelligeridae is a family of polychaete worms, known as bristle-cage worms, notable for their cephalic cage: long slender chaetae forming a fan-like arrangement surrounding the eversible (able to be turned inside-out) head. Unlike many polychaetes, they also have large, pigmented, complex eyes.","Flabelligeridae, List of invertebrates of California"
1693,Poeobius meseres,"Poeobius is a genus of marine polychaete worm. It contains the single species Poeobius meseres, or balloon worm. Flabelligeridae is a family of polychaete worms, known as bristle-cage worms, notable for their cephalic cage: long slender chaetae forming a fan-like arrangement surrounding the eversible (able to be turned inside-out) head. Unlike many polychaetes, they also have large, pigmented, complex eyes.",List of invertebrates of California
1694,Poeobius sp.,"Poeobius is a genus of marine polychaete worm. It contains the single species Poeobius meseres, or balloon worm. Flabelligeridae is a family of polychaete worms, known as bristle-cage worms, notable for their cephalic cage: long slender chaetae forming a fan-like arrangement surrounding the eversible (able to be turned inside-out) head. Unlike many polychaetes, they also have large, pigmented, complex eyes.","Flabelligeridae, List of invertebrates of California"
1695,Poliopogon,Poliopogon is a genus of sponges belonging to the family Pheronematidae. The species of this genus are found in Pacific Ocean.,"Pheronematidae, Musicians Seamounts"
1696,Poliopogon sp.,Poliopogon is a genus of sponges belonging to the family Pheronematidae. The species of this genus are found in Pacific Ocean.,"Pheronematidae, Musicians Seamounts"
1697,Polyceridae,"The Polyceridae are a taxonomic family of sea slugs, dorid nudibranchs, marine gastropod mollusks within the superfamily Polyceroidea.","Nembrotha kubaryana, Polycera aurantiomarginata, Thecacera boyla, Nembrotha aurea"
1698,Polychaeta,"Polychaeta () is a paraphyletic class of generally marine annelid worms, commonly called bristle worms or polychaetes (). Each body segment has a pair of fleshy protrusions called parapodia that bear many bristles, called chaetae, which are made of chitin.","Erythrina polychaeta, Australonuphis, Hilarempis polychaeta, Hubneria affinis"
1699,Polychaeta tube,"Polychaeta () is a paraphyletic class of generally marine annelid worms, commonly called bristle worms or polychaetes (). Each body segment has a pair of fleshy protrusions called parapodia that bear many bristles, called chaetae, which are made of chitin.","Serpulidae, Sabellidae, Riftia pachyptila, Bonellia viridis"
1700,polychaete tube,"Polychaeta () is a paraphyletic class of generally marine annelid worms, commonly called bristle worms or polychaetes (). Each body segment has a pair of fleshy protrusions called parapodia that bear many bristles, called chaetae, which are made of chitin.","Sabellidae, Chaetopterus, Biomineralising polychaete, Annelid"
1701,Polychelidae 2,"The family Polychelidae contains thirty-eight extant species of blind, benthic lobster-like crustaceans. They are found throughout the world's tropical, sub-tropical and temperate oceans, including the Mediterranean Sea and the Irish Sea.","Stereomastis sculpta, Hairy stone crab, Spiny lobster, King crab"
1702,Polyipnus,"Polyipnus is a genus of oceanic ray-finned fish in the family Sternoptychidae. This is the largest genus of the marine hatchetfishes subfamily Sternoptychinae and indeed of the entire Sternoptychidae. Marine hatchetfishes or deep-sea hatchetfishes are small deep-sea mesopelagic ray-finned fish of the stomiiform subfamily Sternoptychinae. They should not be confused with the freshwater hatchetfishes, which are not particularly closely related Teleostei in the characiform family Gasteropelecidae.","Polyipnus laternatus, Polyipnus paxtoni, Polyipnus meteori, Polyipnus omphus"
1703,Polylepion russelli,"Polylepion cruentum is a species of marine ray-finned fish from the family Labridae, the wrasses. This benthopelagic species occurs near reefs in deep water in the North Pacific Ocean.","Polylepion, List of least concern perciform fishes, List of data deficient fishes"
1704,Polymastia,Polymastiidae is a family of demosponges found in oceans throughout the world. It is the only family in the monotypic order Polymastiida.,"Polymastia boletiformis, Polymastia umbraculum, Polymastia penicillus, Polymastia (sponge)"
1705,Polymixia,"Polymixia is the only extant genus of the order Polymixiiformes and the only genus in Polymixiidae. It contains 10 species, all of which live in deepwater marine environments. The beardfishes consist of a single extant genus, Polymixia, of deep-sea marine ray-finned fish named for their pair of long hyoid barbels. They are classified in their own order Polymixiiformes.","Beardfish, Polymixia berndti, Polymixia nobilis, Microcotyle polymixiae"
1706,Polymixia japonica,"Polymixia is the only extant genus of the order Polymixiiformes and the only genus in Polymixiidae. It contains 10 species, all of which live in deepwater marine environments. The beardfishes consist of a single extant genus, Polymixia, of deep-sea marine ray-finned fish named for their pair of long hyoid barbels. They are classified in their own order Polymixiiformes.","Microcotyle polymixiae, Beardfish, List of fishes of India"
1707,Polymyces,Polymyces is a genus of corals belonging to the family Flabellidae. The species of this genus are found in Pacific Ocean and western Atlantic Ocean. Flabellidae is a family of marine corals. It consists of the following genera:.,"Flabellidae, Armillaria luteobubalina"
1708,Polymyces wellsi,Polymyces is a genus of corals belonging to the family Flabellidae. The species of this genus are found in Pacific Ocean and western Atlantic Ocean. Flabellidae is a family of marine corals. It consists of the following genera:.,"Flabellum (coral), Scleractinia, Flabellum curvatum, IUCN Red List data deficient species (Cnidaria)"
1709,Polynoidae,"Polynoidae is a family of marine Polychaete worms known as ""scale worms"" due to the scale-like elytra on the dorsal surface. Almost 900 species are currently recognised belonging to 9 subfamilies and 167 genera.","Eulagisca gigantea, Eulagisca, Bathynotalia, Australaugeneria pottsi"
